A0,A1,A2,A3,B0,B1,B2,B3,C0,C1,C2,C3,D0,D1,D2,D3,E0,E1,E2,E3,F0,F1,F2,F3
3.1468506,3.9454346,0.4968872,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961304,3.9900513,0.6098633,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442993,3.9524536,3.0534668,0.27850342
3.1468506,3.9454346,0.4968872,3.850586,0.25402832,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961304,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442383,3.9524536,3.0534058,0.27844238
3.1468506,3.9454346,0.4968872,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961304,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8441772,3.9524536,3.0534058,0.27844238
3.1469116,3.9454346,0.49694824,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961914,3.9900513,0.6099243,3.9594727,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442383,3.9524536,3.0534668,0.27844238
3.1469116,3.9454346,0.49694824,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961914,3.9900513,0.6099243,3.9594727,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442383,3.9524536,3.0534668,0.27850342
3.1468506,3.9454346,0.4968872,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442383,3.9524536,3.0534058,0.27844238
3.1468506,3.9454346,0.4968872,3.850586,0.25402832,3.501892,0.2982788,3.2263794,3.4563599,3.399353,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.05493164,3.8442383,3.9524536,3.0534058,0.27844238
3.1468506,3.9454346,0.4968872,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4562988,3.399414,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.05493164,3.8442383,3.9524536,3.0534668,0.27844238
3.1469116,3.9454346,0.49694824,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4562988,3.399414,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.05493164,3.8442383,3.9524536,3.0534668,0.27850342
3.1469116,3.9454346,0.49694824,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4562988,3.399414,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442383,3.9524536,3.0534668,0.27850342
3.1469116,3.9454346,0.4968872,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4562988,3.399353,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.05493164,3.8442383,3.9524536,3.0534058,0.27850342
3.1468506,3.9454346,0.4968872,3.850586,0.2539673,3.501892,0.2982788,3.2263794,3.4562988,3.399353,3.5748901,3.5961914,3.9900513,0.6099243,3.9594116,0.7913208,0.14459229,3.059021,3.6987915,0.054992676,3.8442383,3.9524536,3.0534058,0.27844238
