A1 A2 A3 A4 B1 B2 B3 B4 C1 C2 C3 C4 D1 D2 D3 D4 E1 E2 E3 E4 F1 F2 F3 F4 
0.2133789 0.47943115 3.8336792 0.83477783 0.4255371 3.421814 0.159729 3.3223877 3.3656006 3.317566 3.753357 3.7332764 0.7145996 3.6555176 3.5011597 3.650879 3.989685 0.97943115 3.8013916 3.9656372 0.046447754 3.6729736 3.1695557 0.44866943 
0.2133789 0.47943115 3.8337402 0.83477783 0.42547607 3.421814 0.15979004 3.3223267 3.3656006 3.317566 3.753357 3.7332764 0.7145996 3.6555786 3.5010986 3.65094 3.989624 0.97943115 3.8013916 3.9656372 0.04650879 3.6727905 3.1696167 0.4486084 
0.2133789 0.47943115 3.8336792 0.83477783 0.42541504 3.421875 0.15985107 3.3223267 3.3656006 3.317566 3.753357 3.7332153 0.71466064 3.6557007 3.5009766 3.651123 3.989563 0.97943115 3.8014526 3.9656372 0.04663086 3.6724243 3.1696777 0.44848633 
0.2133789 0.4794922 3.8336792 0.83477783 0.42541504 3.421875 0.15985107 3.3222656 3.3656006 3.317566 3.753357 3.7332764 0.7147217 3.6557617 3.5009155 3.651245 3.989502 0.97943115 3.8014526 3.9656982 0.046691895 3.6722412 3.1697388 0.4484253 
0.21331787 0.4794922 3.8336792 0.83477783 0.425354 3.421875 0.15985107 3.3222656 3.3656006 3.317627 3.753357 3.7332764 0.7147827 3.6558228 3.5009155 3.6513062 3.989502 0.97943115 3.8014526 3.9656982 0.04675293 3.672058 3.1697998 0.44836426 
0.2133789 0.4794922 3.8336792 0.83477783 0.42529297 3.421875 0.15991211 3.3222656 3.3656006 3.317566 3.753357 3.7332153 0.71484375 3.6558838 3.5008545 3.6514282 3.989441 0.97943115 3.8014526 3.9656982 0.046813965 3.671875 3.1698608 0.44836426 
0.2133789 0.4794922 3.8336792 0.83477783 0.42529297 3.421875 0.15991211 3.3222046 3.3656006 3.317566 3.753357 3.7332153 0.71484375 3.6559448 3.5007935 3.6515503 3.98938 0.97943115 3.8014526 3.9656982 0.046875 3.671692 3.1698608 0.44830322 
0.21331787 0.4794922 3.8336792 0.83477783 0.42523193 3.421875 0.15997314 3.3222046 3.3656006 3.317566 3.753357 3.7332153 0.7149048 3.6560059 3.5007324 3.6516113 3.98938 0.97943115 3.8014526 3.9656982 0.046936035 3.6715088 3.1699219 0.4482422 
0.21331787 0.4794922 3.8336792 0.83477783 0.42523193 3.421936 0.15997314 3.3221436 3.3656006 3.317566 3.753357 3.7332153 0.7149658 3.656067 3.5007324 3.6517334 3.9893188 0.97943115 3.8014526 3.9657593 0.047058105 3.6713867 3.169983 0.44818115 
0.2133789 0.4794922 3.8336792 0.83477783 0.42510986 3.421936 0.16009521 3.3221436 3.3656006 3.317627 3.753357 3.7332153 0.7150879 3.65625 3.5006104 3.6519775 3.9891968 0.97943115 3.8014526 3.9657593 0.048828125 3.666565 3.1712036 0.44677734 
