A1 A2 A3 A4 B1 B2 B3 B4 C1 C2 C3 C4 D1 D2 D3 D4 E1 E2 E3 E4 F1 F2 F3 F4 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.60931396 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927185 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29223633 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29223633 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.09021 0.20483398 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29223633 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.09021 0.20477295 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.48938 3.4371338 3.5165405 3.5654297 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.09021 0.20477295 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.48938 3.4371338 3.5165405 0.0524292 3.953064 0.47888184 3.960083 0.12799072 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.09021 0.20477295 
3.1554565 3.927185 0.4911499 3.7994385 0.28295898 3.5101929 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927185 0.49108887 3.7993774 0.28295898 3.5101318 0.29223633 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20483398 
3.1554565 3.927185 0.4911499 3.7993774 0.28295898 3.5101929 0.29223633 3.2288818 3.489441 3.4371338 3.5164795 3.5654297 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20477295 
3.1554565 3.927185 0.4911499 3.7993774 0.28295898 3.5101929 0.29223633 3.2288818 3.489441 3.4371338 3.5164795 3.5654297 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20477295 
3.1554565 3.927185 0.4911499 3.7993774 0.28295898 3.5101929 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20477295 
3.1554565 3.927185 0.4911499 3.7994385 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638977 3.090271 0.20477295 
3.1554565 3.927185 0.4911499 3.7994385 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.49108887 3.7994385 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.49108887 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.49108887 3.7993774 0.28295898 3.5101318 0.29229736 3.2289429 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29223633 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101318 0.29223633 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101318 0.29223633 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927185 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9502563 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.60931396 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.49108887 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.60931396 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5165405 3.5653687 3.9501953 0.60931396 3.987854 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.49108887 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5165405 3.5653687 3.9501953 0.60931396 3.987854 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.489441 3.4371948 3.5164795 3.5653687 3.9501953 0.60931396 3.987854 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101318 0.29229736 3.2289429 3.48938 3.4371948 3.5164795 3.5653687 3.9501953 0.6092529 3.987854 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7994385 0.28295898 3.5101318 0.29229736 3.2289429 3.48938 3.4371948 3.5164795 3.5653687 3.9502563 0.60931396 3.987854 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2289429 3.48938 3.4371948 3.5164795 3.5653687 3.9502563 0.60931396 3.987793 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.49108887 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.48938 3.4372559 3.5164795 3.5653687 3.9502563 0.60931396 3.987854 0.79125977 0.14404297 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.48938 3.4371948 3.5164795 3.5653687 3.9502563 0.60931396 3.987854 0.79119873 0.14398193 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
3.1554565 3.927124 0.4911499 3.7993774 0.28295898 3.5101318 0.29229736 3.2288818 3.48938 3.4372559 3.5164795 3.5653687 3.9502563 0.60931396 3.987854 0.79119873 0.14398193 3.046814 3.7376099 0.0435791 0.010620117 3.638916 3.090271 0.20477295 
