A1 A2 A3 A4 B1 B2 B3 B4 C1 C2 C3 C4 D1 D2 D3 D4 E1 E2 E3 E4 F1 F2 F3 F4 
3.9364624 0.5819092 3.8848267 3.1974487 3.5845947 0.8106079 0.4099121 3.9518433 0.45458984 3.3709106 0.5202637 0.35620117 0.4290161 3.7650146 0.8677368 0.088012695 0.00390625 3.6884766 3.0673828 0.18225098 0.7404785 3.9967651 0.6586304 3.8666992 
3.9362793 0.5819092 3.8847046 3.1975098 3.5845947 0.8106079 0.4099121 3.9518433 0.45465088 3.3709106 0.5202637 0.35620117 0.42907715 3.7652588 0.8677368 0.08795166 0.00390625 3.6884766 3.0673828 0.18225098 0.7404785 3.9967651 0.6586304 3.8666992 
3.9360962 0.5819702 3.8845825 3.1975098 3.5845947 0.8106079 0.4099121 3.9517822 0.45465088 3.3709106 0.5202637 0.35620117 0.42913818 3.765442 0.86779785 0.087890625 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.9967651 0.6586304 3.8666992 
3.9359741 0.5819702 3.8844604 3.1975708 3.5845337 0.8105469 0.4099121 3.9517212 0.45465088 3.3709106 0.5202637 0.35620117 0.42913818 3.765686 0.8678589 0.087768555 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.9967651 0.6586304 3.8666992 
3.935791 0.5819702 3.8843384 3.1976318 3.5845337 0.8105469 0.40985107 3.9517212 0.45465088 3.3709106 0.5202637 0.35620117 0.42919922 3.7659302 0.8679199 0.08770752 0.00390625 3.6884155 3.0673828 0.18225098 0.74053955 3.9967651 0.6586304 3.8666992 
3.935608 0.58203125 3.8842163 3.1976929 3.5845947 0.8106079 0.4099121 3.9517822 0.45458984 3.3709106 0.52020264 0.35620117 0.42919922 3.7661133 0.86798096 0.08758545 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.9967651 0.6586304 3.8666992 
3.9354858 0.58203125 3.8840942 3.1976929 3.5845337 0.8105469 0.4099121 3.9517822 0.45458984 3.3708496 0.52020264 0.35620117 0.42926025 3.7663574 0.868042 0.08746338 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666992 
3.9353027 0.58203125 3.8839111 3.197754 3.5845947 0.8105469 0.4099121 3.9517822 0.45458984 3.3708496 0.52020264 0.35620117 0.42926025 3.7665405 0.868042 0.087402344 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666992 
3.9351196 0.5820923 3.883789 3.197815 3.5845947 0.8106079 0.4099121 3.9518433 0.45458984 3.3708496 0.52020264 0.35620117 0.42926025 3.7667847 0.868103 0.08728027 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.9967651 0.6586304 3.8666382 
3.9349365 0.5820923 3.883667 3.197876 3.5845947 0.8106079 0.4099121 3.9518433 0.45458984 3.3709106 0.52020264 0.35620117 0.4293213 3.7669678 0.86816406 0.08721924 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9347534 0.5821533 3.883484 3.197937 3.5845337 0.8105469 0.4099121 3.9517822 0.45458984 3.3709106 0.52020264 0.35620117 0.4293213 3.7671509 0.8682251 0.08709717 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9345703 0.5821533 3.8833618 3.197998 3.5845337 0.8105469 0.4099121 3.9518433 0.45465088 3.3709106 0.52020264 0.35620117 0.42938232 3.767395 0.86828613 0.08703613 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9344482 0.5821533 3.8832397 3.197998 3.5845337 0.8105469 0.4099121 3.9517822 0.45465088 3.3709106 0.52020264 0.35620117 0.42938232 3.7675781 0.86834717 0.08691406 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9342651 0.5821533 3.8831177 3.198059 3.5845337 0.8105469 0.4099121 3.9517822 0.45465088 3.3709106 0.52020264 0.3562622 0.42938232 3.7678223 0.8684082 0.08679199 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.934082 0.5821533 3.8829956 3.198059 3.5845337 0.8105469 0.4099121 3.9517822 0.45465088 3.3709106 0.52020264 0.3562622 0.42938232 3.7680054 0.86846924 0.08660889 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.933899 0.58221436 3.8828735 3.19812 3.5845337 0.8105469 0.4099121 3.9517822 0.45465088 3.3709106 0.5201416 0.3562622 0.4295044 3.7680664 0.8684082 0.08666992 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9337769 0.58221436 3.8827515 3.1981812 3.5845337 0.8105469 0.4099121 3.9517822 0.45465088 3.3708496 0.5201416 0.3562622 0.42956543 3.7680664 0.86834717 0.08666992 0.00390625 3.6884766 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9335938 0.58221436 3.8825684 3.1982422 3.5845337 0.8105469 0.4099121 3.9517822 0.45465088 3.3709106 0.5201416 0.3562622 0.4296875 3.7680664 0.86834717 0.08666992 0.00390625 3.6884766 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9334106 0.58221436 3.8824463 3.1983032 3.5845947 0.8105469 0.4099121 3.9518433 0.45465088 3.3709106 0.5201416 0.3562622 0.42980957 3.7680664 0.86828613 0.08673096 0.00390625 3.6884766 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9332275 0.5822754 3.8823242 3.1983032 3.5845337 0.8105469 0.4099121 3.9518433 0.45465088 3.3709106 0.52020264 0.3562622 0.4298706 3.7680664 0.8682251 0.08673096 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9330444 0.5822754 3.8822021 3.1983643 3.5845337 0.8105469 0.4099121 3.9518433 0.45465088 3.3709106 0.52020264 0.3562622 0.42999268 3.7680664 0.86816406 0.08673096 0.00390625 3.6884155 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9328613 0.5822754 3.88208 3.1984253 3.5845947 0.8105469 0.4099121 3.9518433 0.45465088 3.3709106 0.52020264 0.3562622 0.43011475 3.7681274 0.868103 0.08673096 0.00390625 3.6884766 3.0673828 0.18225098 0.7404785 3.996704 0.6586304 3.8666382 
3.9328003 0.5830078 3.8812256 3.1990356 3.5845947 0.8105469 0.4099121 3.9518433 0.484375 3.796875 0.0 0.74816895 0.43078613 3.7682495 0.86779785 0.08660889 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9328613 0.58306885 3.8811646 3.1990967 3.5845947 0.8105469 0.40997314 3.9518433 2.062439 3.09375 0.0 0.045043945 0.43084717 3.7682495 0.86779785 0.08660889 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9329224 0.5831909 3.8811035 3.1991577 3.5845947 0.8105469 0.4099121 3.9518433 3.843689 1.703064 3.296814 1.920044 0.4309082 3.7682495 0.86779785 0.08654785 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.6586304 3.8666382 
3.9332886 0.58380127 3.8804932 3.199707 3.5846558 0.8106079 0.40997314 3.9519043 2.3752441 1.1091919 3.4129028 0.4545288 0.4315796 3.7683716 0.8674927 0.08642578 0.003967285 3.6884155 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9332886 0.5838623 3.8804321 3.199768 3.5846558 0.8106079 0.40997314 3.9519043 2.0733643 2.1264648 3.9777832 0.45446777 0.43164062 3.7683716 0.8674927 0.08642578 0.003967285 3.6884155 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9333496 0.58392334 3.880371 3.199829 3.5845947 0.8105469 0.4099121 3.9518433 3.8128052 1.1591797 3.5769653 0.4545288 0.43170166 3.7683716 0.86743164 0.08642578 0.003967285 3.6884155 3.0673828 0.18225098 0.7406006 3.996704 0.65856934 3.8666382 
3.9333496 0.5839844 3.88031 3.199829 3.5845947 0.8105469 0.40997314 3.9519043 2.9614868 3.7106934 3.7681885 0.4545288 0.4317627 3.7683716 0.86743164 0.08642578 0.003967285 3.6884155 3.0673828 0.18225098 0.7406006 3.996704 0.6585083 3.8666382 
3.9334106 0.5840454 3.880188 3.1998901 3.5845947 0.8105469 0.40997314 3.9519043 2.751587 0.52008057 2.7662354 0.4545288 0.43182373 3.7683716 0.8673706 0.086364746 0.00390625 3.6884766 3.0673828 0.18225098 0.7406006 3.996704 0.6585083 3.8666382 
3.9334106 0.5840454 3.880127 3.1999512 3.5845947 0.8105469 0.40997314 3.9519043 2.9249878 0.13439941 2.7719116 0.4545288 0.43188477 3.7684326 0.8673706 0.086364746 0.003967285 3.6884155 3.0673828 0.18225098 0.7406006 3.996704 0.6585083 3.8666382 
3.9334717 0.58410645 3.880127 3.1999512 3.5846558 0.8106079 0.40997314 3.9519043 2.5526733 0.10308838 0.073791504 0.4545288 0.4319458 3.7684326 0.8673096 0.086364746 0.00390625 3.6884155 3.0673828 0.18225098 0.7406006 3.996704 0.6585083 3.8666382 
3.9335327 0.5841675 3.880066 3.2000122 3.5846558 0.8106079 0.40997314 3.9519043 0.3180542 3.7434692 3.8083496 0.45446777 0.43200684 3.7684326 0.8673096 0.086364746 0.00390625 3.6884155 3.0673828 0.18225098 0.7406006 3.996704 0.65856934 3.8666382 
3.9335327 0.5841675 3.880005 3.2000122 3.5846558 0.8106079 0.40997314 3.9519043 0.883667 1.6077881 3.9436646 0.45446777 0.43206787 3.7684937 0.8673096 0.086364746 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9335938 0.5842285 3.8799438 3.2000732 3.5845947 0.8106079 0.40997314 3.9519043 0.23822021 3.4661255 2.4018555 0.45446777 0.4321289 3.7684937 0.86724854 0.086364746 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9335938 0.5842285 3.8798828 3.2000732 3.5846558 0.8106079 0.40997314 3.9519043 1.8132324 0.18347168 1.6030273 0.45446777 0.43225098 3.7684937 0.8671875 0.086364746 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9336548 0.58428955 3.8798218 3.2001343 3.5845947 0.8106079 0.40997314 3.9519043 3.788086 2.9902954 1.0073242 0.45446777 0.432312 3.7684937 0.8671875 0.08642578 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9336548 0.5843506 3.8797607 3.2001953 3.5845947 0.8105469 0.4099121 3.9518433 0.5 1.2937622 2.5357056 0.45446777 0.43237305 3.7685547 0.86712646 0.08642578 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9337158 0.5843506 3.8796997 3.2001953 3.5845947 0.8106079 0.40997314 3.9519043 2.321045 2.5794067 3.7485962 0.45446777 0.43249512 3.7685547 0.86712646 0.08642578 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.9337158 0.5844116 3.8796387 3.2002563 3.5845947 0.8106079 0.40997314 3.9519043 2.6003418 3.441101 3.8960571 0.45446777 0.43255615 3.7685547 0.8670654 0.08642578 0.003967285 3.6884766 3.0673828 0.18225098 0.7406006 3.996704 0.65856934 3.8666382 
3.9337769 0.5844116 3.8795776 3.2002563 3.5845947 0.8105469 0.40997314 3.9519043 3.3869019 0.086242676 0.737854 0.45446777 0.4326172 3.7686157 0.8670044 0.08648682 0.003967285 3.6884766 3.0673828 0.18225098 0.7406006 3.996704 0.65856934 3.8666382 
3.9337769 0.58447266 3.8795166 3.2002563 3.5846558 0.8106079 0.40997314 3.9519043 0.44665527 1.770935 1.2810669 0.45446777 0.43273926 3.7686157 0.8670044 0.08648682 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.933838 0.58447266 3.8794556 3.2003174 3.5846558 0.8106079 0.40997314 3.9519043 0.23950195 2.2821045 2.2442627 0.45446777 0.4328003 3.7686768 0.86694336 0.08648682 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.996704 0.65856934 3.8666382 
3.933838 0.58447266 3.8793945 3.2003174 3.5846558 0.8106079 0.40997314 3.9519043 0.25177002 1.1067505 2.7052612 0.45446777 0.43286133 3.7686768 0.86694336 0.08648682 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.9967651 0.65856934 3.8666382 
3.933899 0.5845337 3.8793335 3.2003174 3.5846558 0.8106079 0.40997314 3.9519043 0.92388916 1.0583496 1.9047852 0.45446777 0.4329834 3.7686768 0.8668823 0.08654785 0.00390625 3.6884766 3.0673828 0.18225098 0.74053955 3.9967651 0.65856934 3.8666382 
3.933899 0.5845337 3.8792725 3.2003784 3.5846558 0.8106079 0.40997314 3.9519043 1.4977417 0.3711548 3.7631836 0.45446777 0.43304443 3.7687378 0.8668213 0.08654785 0.003967285 3.6884766 3.0673828 0.18225098 0.74053955 3.9967651 0.65856934 3.8666382 
3.93396 0.5845947 3.8792114 3.2003784 3.5846558 0.8106079 0.40997314 3.9519043 2.894043 0.27264404 3.5841675 0.45446777 0.4331665 3.7687378 0.8668213 0.08660889 0.003967285 3.6884766 3.0673828 0.18225098 0.7406006 3.9967651 0.6585083 3.8666382 
3.934143 0.58483887 3.8787842 3.2006226 3.5846558 0.8106079 0.40997314 3.9519043 0.026062012 0.65875244 1.1769409 0.45440674 0.43389893 3.768921 0.86639404 0.0869751 0.003967285 3.6884766 3.0673828 0.18231201 0.7406006 3.9967651 0.65856934 3.8666382 
3.934204 0.58483887 3.8787231 3.2006836 3.5846558 0.8106079 0.40997314 3.9519043 3.284546 3.991333 0.045410156 0.45440674 0.434021 3.768921 0.86639404 0.0869751 0.003967285 3.6884766 3.0673828 0.18231201 0.7406006 3.9967651 0.6585083 3.8666382 
3.9342651 0.58496094 3.878662 3.2007446 3.5846558 0.8106079 0.40997314 3.9518433 0.4543457 3.3709106 0.5203247 0.35632324 0.4342041 3.768921 0.866272 0.0871582 0.003967285 3.6884155 3.0673828 0.18231201 0.7406006 3.9967651 0.6585083 3.8666382 
3.9342651 0.58496094 3.878601 3.2007446 3.5846558 0.8106079 0.40997314 3.9519043 0.4543457 3.3709106 0.52038574 0.35632324 0.43499756 3.769104 0.8658447 0.087646484 0.003967285 3.6884766 3.0673828 0.18231201 0.7406006 3.9967651 0.6585083 3.8666992 
3.9353638 0.5875244 3.876892 3.2028198 3.5847778 0.81066895 0.40997314 3.9519043 0.4543457 3.3709106 0.52038574 0.35632324 0.4373169 3.7694702 0.864624 0.08886719 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666992 
3.9353638 0.58758545 3.876831 3.2028809 3.5847778 0.81066895 0.40997314 3.9519043 0.45428467 3.3709106 0.52038574 0.35632324 0.43737793 3.7694702 0.864624 0.08886719 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.996704 0.6585083 3.8666992 
3.9354248 0.5876465 3.876831 3.202942 3.5847778 0.81066895 0.40997314 3.9519043 0.45428467 3.3709106 0.52038574 0.35632324 0.43743896 3.7694702 0.864624 0.08886719 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666992 
3.9354248 0.5877075 3.87677 3.203003 3.5847778 0.81066895 0.40997314 3.9519043 0.45428467 3.3708496 0.52038574 0.35632324 0.43743896 3.7694702 0.864563 0.08892822 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666382 
3.9354858 0.5878296 3.876709 3.203064 3.5847778 0.81066895 0.40997314 3.9519043 0.45428467 3.3709106 0.52038574 0.35632324 0.4375 3.7694702 0.864563 0.08892822 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666382 
3.9354858 0.5878906 3.876648 3.203125 3.5848389 0.81066895 0.41003418 3.9519043 0.45428467 3.3709106 0.52038574 0.35638428 0.43756104 3.7694702 0.864563 0.08892822 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666382 
3.9355469 0.5880127 3.876648 3.203186 3.5848389 0.81066895 0.41003418 3.9519043 0.45428467 3.3709106 0.52038574 0.35638428 0.43762207 3.7694702 0.86450195 0.08892822 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666382 
3.9355469 0.58807373 3.876587 3.203247 3.5848389 0.81066895 0.41003418 3.9519043 0.45428467 3.3709106 0.5204468 0.35632324 0.43762207 3.7694702 0.86450195 0.08886719 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666382 
3.935608 0.58813477 3.8765259 3.203308 3.5848389 0.81066895 0.41003418 3.9519043 0.45428467 3.3709106 0.5204468 0.35632324 0.4376831 3.7694702 0.86450195 0.08886719 0.003967285 3.6884155 3.0673828 0.18231201 0.7406006 3.9967651 0.6585083 3.8666382 
3.935608 0.5881958 3.8765259 3.2033691 3.5848389 0.81066895 0.41003418 3.9519653 0.45428467 3.3709106 0.5204468 0.35632324 0.4376831 3.7694702 0.86450195 0.08886719 0.003967285 3.6884155 3.0673828 0.18231201 0.7406006 3.9967651 0.6585083 3.8666382 
3.935608 0.58825684 3.8764648 3.2034302 3.5848389 0.81066895 0.41003418 3.9519653 0.45428467 3.3709106 0.5204468 0.35632324 0.43774414 3.7695312 0.8644409 0.08886719 0.003967285 3.6884155 3.0673828 0.18237305 0.7406006 3.9967651 0.6585083 3.8666382 
